gene_id,seqid,gene_type_raw,gene_name,mgi_id,gene_type
ENSMUSG00000100775.1,chr1,lncRNA,Gm29107,MGI:5579813,lncRNA
ENSMUSG00000101226.1,chr1,processed_pseudogene,Gm20954,MGI:5434309,pseudogene
ENSMUSG00000026158.11,chr1,protein_coding,Ogfrl1,MGI:1917405,protein-coding gene
ENSMUSG00000097920.1,chr1,processed_pseudogene,Gm7784,MGI:3645448,pseudogene
ENSMUSG00000099503.1,chr1,lncRNA,Gm28822,MGI:5579528,lncRNA
ENSMUSG00000026156.8,chr1,protein_coding,B3gat2,MGI:2389490,protein-coding gene
ENSMUSG00000026155.13,chr1,protein_coding,Smap1,MGI:2138261,protein-coding gene
ENSMUSG00000026154.4,chr1,protein_coding,Sdhaf4,MGI:1915252,protein-coding gene
ENSMUSG00000102495.1,chr1,TEC,Gm26524,MGI:5477018,TEC
ENSMUSG00000026153.15,chr1,protein_coding,Fam135a,MGI:1915437,protein-coding gene
ENSMUSG00000102398.1,chr1,TEC,Gm37580,MGI:5610808,TEC
ENSMUSG00000097670.1,chr1,processed_pseudogene,Gm26607,MGI:5477101,pseudogene
ENSMUSG00000026147.16,chr1,protein_coding,Col9a1,MGI:88465,protein-coding gene
ENSMUSG00000026141.13,chr1,protein_coding,Col19a1,MGI:1095415,protein-coding gene
ENSMUSG00000077463.1,chr1,snoRNA,Gm26418,MGI:5456195,snoRNA
ENSMUSG00000099997.1,chr1,processed_pseudogene,Tubb4b-ps2,MGI:3723458,pseudogene
ENSMUSG00000100131.1,chr1,unprocessed_pseudogene,Gm28439,MGI:5579145,pseudogene
ENSMUSG00000067736.2,chr1,unprocessed_pseudogene,Gm10222,MGI:3642643,pseudogene
ENSMUSG00000101939.1,chr1,unprocessed_pseudogene,Gm28438,MGI:5579144,pseudogene
ENSMUSG00000101111.1,chr1,unprocessed_pseudogene,Gm28437,MGI:5579143,pseudogene
ENSMUSG00000100862.1,chr1,unprocessed_pseudogene,Gm10925,MGI:3809095,pseudogene
ENSMUSG00000102070.1,chr1,unprocessed_pseudogene,Gm28661,MGI:5579367,pseudogene
ENSMUSG00000101249.1,chr1,unprocessed_pseudogene,Gm29216,MGI:5579922,pseudogene
ENSMUSG00000073725.8,chr1,protein_coding,Lmbrd1,MGI:1915671,protein-coding gene
ENSMUSG00000100808.1,chr1,processed_pseudogene,Gm28594,MGI:5579300,pseudogene
ENSMUSG00000100483.1,chr1,lncRNA,Gm28237,MGI:5578943,lncRNA
ENSMUSG00000100450.1,chr1,processed_pseudogene,Gm9443,MGI:3779853,pseudogene
ENSMUSG00000099392.1,chr1,lncRNA,Gm29414,MGI:5580120,lncRNA
ENSMUSG00000033569.17,chr1,protein_coding,Adgrb3,MGI:2441837,protein-coding gene
ENSMUSG00000080849.1,chr1,processed_pseudogene,Gm15702,MGI:3783142,pseudogene
ENSMUSG00000104257.1,chr1,TEC,Gm20172,MGI:5012357,TEC
ENSMUSG00000096866.1,chr1,snRNA,Gm22260,MGI:5452037,snRNA
ENSMUSG00000102296.1,chr1,TEC,Gm37543,MGI:5610771,TEC
ENSMUSG00000103209.1,chr1,TEC,Gm37331,MGI:5610559,TEC
ENSMUSG00000104027.1,chr1,TEC,Gm37211,MGI:5610439,TEC
ENSMUSG00000102407.1,chr1,TEC,Gm37862,MGI:5611090,TEC
ENSMUSG00000103214.1,chr1,TEC,Gm38286,MGI:5611514,TEC
ENSMUSG00000104100.1,chr1,TEC,Gm37880,MGI:5611108,TEC
ENSMUSG00000084740.1,chr1,snRNA,Gm25294,MGI:5455071,snRNA
ENSMUSG00000103889.1,chr1,TEC,Gm37011,MGI:5610239,TEC
ENSMUSG00000101301.1,chr1,processed_pseudogene,Gm29214,MGI:5579920,pseudogene
ENSMUSG00000104221.1,chr1,TEC,Gm37051,MGI:5610279,TEC
ENSMUSG00000102250.1,chr1,TEC,Gm38260,MGI:5611488,TEC
ENSMUSG00000102317.1,chr1,TEC,Gm37628,MGI:5610856,TEC
ENSMUSG00000103563.1,chr1,TEC,8030445P17Rik,MGI:2442299,TEC
ENSMUSG00000102465.1,chr1,TEC,Gm38198,MGI:5611426,TEC
ENSMUSG00000102659.1,chr1,TEC,Gm37077,MGI:5610305,TEC
ENSMUSG00000103924.1,chr1,TEC,Gm37895,MGI:5611123,TEC
ENSMUSG00000104132.1,chr1,TEC,Gm36952,MGI:5610180,TEC
ENSMUSG00000102747.1,chr1,TEC,Gm37602,MGI:5610830,TEC
ENSMUSG00000102386.1,chr1,TEC,2900022M07Rik,MGI:1920201,TEC
ENSMUSG00000103004.1,chr1,TEC,2900002M20Rik,MGI:1925574,TEC
ENSMUSG00000104516.1,chr1,TEC,Gm9884,MGI:3642830,TEC
ENSMUSG00000101618.1,chr1,processed_pseudogene,Gm18443,MGI:5010628,pseudogene
ENSMUSG00000099458.1,chr1,processed_pseudogene,Gm19123,MGI:5011308,pseudogene
ENSMUSG00000088111.1,chr1,snoRNA,Gm24064,MGI:5453841,snoRNA
ENSMUSG00000073722.3,chr1,protein_coding,4931408C20Rik,MGI:3588222,protein-coding gene
ENSMUSG00000095256.1,chr1,rRNA,n-R5s209,MGI:4422074,rRNA
ENSMUSG00000100310.1,chr1,processed_pseudogene,Gm19641,MGI:5011826,pseudogene
ENSMUSG00000101514.1,chr1,lncRNA,Gm5524,MGI:3646041,lncRNA
ENSMUSG00000101033.1,chr1,processed_pseudogene,Gm18776,MGI:5010961,pseudogene
ENSMUSG00000101372.1,chr1,processed_pseudogene,Gm19028,MGI:5011213,pseudogene
ENSMUSG00000103241.1,chr1,TEC,Gm38089,MGI:5611317,TEC
ENSMUSG00000086240.4,chr1,processed_pseudogene,Gm7846,MGI:3645212,pseudogene
ENSMUSG00000048411.4,chr1,protein_coding,Gm597,MGI:2685443,protein-coding gene
ENSMUSG00000081557.2,chr1,processed_pseudogene,Gm5697,MGI:3649021,pseudogene
ENSMUSG00000058590.2,chr1,processed_pseudogene,Gm6462,MGI:3647053,pseudogene
ENSMUSG00000101235.1,chr1,processed_pseudogene,Gm18033,MGI:5010218,pseudogene
ENSMUSG00000064433.1,chr1,misc_RNA,Gm25586,MGI:5455363,misc_RNA
ENSMUSG00000080625.1,chr1,miRNA,Gm22679,MGI:5452456,miRNA
ENSMUSG00000080391.1,chr1,miRNA,Gm23785,MGI:5453562,miRNA
ENSMUSG00000099257.1,chr1,miRNA,Mir6342,MGI:5530650,miRNA
ENSMUSG00000099492.1,chr1,processed_pseudogene,Gm5525,MGI:3646042,pseudogene
ENSMUSG00000118548.1,chr1,processed_pseudogene,AC125120.1,,pseudogene
ENSMUSG00000101726.1,chr1,processed_pseudogene,Gm7858,MGI:3644844,pseudogene
ENSMUSG00000096829.1,chr1,miRNA,Gm23771,MGI:5453548,miRNA
ENSMUSG00000098883.1,chr1,miRNA,Gm27430,MGI:5530812,miRNA
ENSMUSG00000053185.2,chr1,lncRNA,Gm9898,MGI:3642391,lncRNA
ENSMUSG00000100261.1,chr1,unprocessed_pseudogene,Gm6473,MGI:3645176,pseudogene
ENSMUSG00000101180.1,chr1,processed_pseudogene,Gm2914,MGI:3781092,pseudogene
ENSMUSG00000048874.15,chr1,protein_coding,Phf3,MGI:2446126,protein-coding gene
ENSMUSG00000103783.1,chr1,TEC,Gm37522,MGI:5610750,TEC
ENSMUSG00000104315.1,chr1,TEC,Gm37906,MGI:5611134,TEC
ENSMUSG00000026064.16,chr1,protein_coding,Ptp4a1,MGI:1277096,protein-coding gene
ENSMUSG00000117310.2,chr1,protein_coding,Ptp4a1,MGI:1277096,protein-coding gene
ENSMUSG00000117091.1,chr1,protein_coding,Gm5698,MGI:3649020,protein-coding gene
ENSMUSG00000086726.3,chr1,processed_pseudogene,Gm9458,MGI:3779868,pseudogene
ENSMUSG00000086727.8,chr1,protein_coding,4931428L18Rik,MGI:1918238,protein-coding gene
ENSMUSG00000100237.1,chr1,lncRNA,Gm28644,MGI:5579350,lncRNA
ENSMUSG00000098529.1,chr1,rRNA,Gm27362,MGI:5530744,rRNA
ENSMUSG00000100910.1,chr1,lncRNA,Gm29128,MGI:5579834,lncRNA
ENSMUSG00000099796.1,chr1,processed_pseudogene,Gm7893,MGI:3648015,pseudogene
ENSMUSG00000050217.13,chr1,protein_coding,Lgsn,MGI:2672844,protein-coding gene
ENSMUSG00000026063.4,chr1,protein_coding,Pih1d3,MGI:1921958,protein-coding gene
ENSMUSG00000077664.1,chr1,snoRNA,Gm26145,MGI:5455922,snoRNA
ENSMUSG00000100205.1,chr1,processed_pseudogene,Gm4850,MGI:3647946,pseudogene
ENSMUSG00000100592.1,chr1,processed_pseudogene,Gm28645,MGI:5579351,pseudogene
ENSMUSG00000094215.2,chr1,processed_pseudogene,Gm6489,MGI:3646684,pseudogene
ENSMUSG00000101093.1,chr1,processed_pseudogene,Eef1a1-ps2,MGI:3642371,pseudogene
ENSMUSG00000070960.4,chr1,processed_pseudogene,Gm19680,MGI:5011865,pseudogene
ENSMUSG00000088620.1,chr1,snRNA,Gm23032,MGI:5452809,snRNA
ENSMUSG00000082159.2,chr1,processed_pseudogene,Gm7910,MGI:3645646,pseudogene
ENSMUSG00000026058.11,chr1,protein_coding,Khdrbs2,MGI:2159649,protein-coding gene
ENSMUSG00000064688.1,chr1,snRNA,Gm25814,MGI:5455591,snRNA
ENSMUSG00000103482.1,chr1,TEC,Gm37999,MGI:5611227,TEC
ENSMUSG00000104498.1,chr1,TEC,Gm37110,MGI:5610338,TEC
ENSMUSG00000104313.1,chr1,TEC,Gm37911,MGI:5611139,TEC
ENSMUSG00000102865.1,chr1,TEC,Gm9839,MGI:3641910,TEC
ENSMUSG00000102321.1,chr1,TEC,Gm37792,MGI:5611020,TEC
ENSMUSG00000091318.2,chr1,protein_coding,Gm5415,MGI:3644687,protein-coding gene
ENSMUSG00000089489.1,chr1,snRNA,Gm24732,MGI:5454509,snRNA
ENSMUSG00000104433.1,chr1,TEC,Gm37426,MGI:5610654,TEC
ENSMUSG00000089395.1,chr1,misc_RNA,Gm23024,MGI:5452801,misc_RNA
ENSMUSG00000102926.1,chr1,TEC,Gm37151,MGI:5610379,TEC
ENSMUSG00000100497.1,chr1,processed_pseudogene,Gm28624,MGI:5579330,pseudogene
ENSMUSG00000102917.1,chr1,lncRNA,Gm37724,MGI:5610952,lncRNA
ENSMUSG00000100481.1,chr1,processed_pseudogene,Gm7114,MGI:3643085,pseudogene
ENSMUSG00000100590.1,chr1,processed_pseudogene,Gm4785,MGI:3646908,pseudogene
ENSMUSG00000088750.1,chr1,snRNA,Gm24901,MGI:5454678,snRNA
ENSMUSG00000104230.1,chr1,lncRNA,Gm37591,MGI:5610819,lncRNA
ENSMUSG00000101754.2,chr1,processed_pseudogene,Gm2987,MGI:3781165,pseudogene
ENSMUSG00000065223.1,chr1,snRNA,Gm25792,MGI:5455569,snRNA
ENSMUSG00000100318.2,chr1,processed_pseudogene,Gm18799,MGI:5010984,pseudogene
ENSMUSG00000101612.2,chr1,processed_pseudogene,Gm7933,MGI:3643452,pseudogene
ENSMUSG00000065260.1,chr1,snRNA,Gm23453,MGI:5453230,snRNA
ENSMUSG00000026134.11,chr1,protein_coding,Prim2,MGI:97758,protein-coding gene
ENSMUSG00000101682.1,chr1,processed_pseudogene,Gm29228,MGI:5579934,pseudogene
ENSMUSG00000102714.1,chr1,TEC,Gm37618,MGI:5610846,TEC
ENSMUSG00000102093.1,chr1,processed_pseudogene,Gm17813,MGI:5009998,pseudogene
ENSMUSG00000103746.1,chr1,TEC,1700001G17Rik,MGI:1914753,TEC
ENSMUSG00000102198.1,chr1,TEC,Gm38173,MGI:5611401,TEC
ENSMUSG00000004768.14,chr1,protein_coding,Rab23,MGI:99833,protein-coding gene
ENSMUSG00000042215.8,chr1,protein_coding,Bag2,MGI:1891254,protein-coding gene
ENSMUSG00000103072.1,chr1,TEC,Gm37905,MGI:5611133,TEC
ENSMUSG00000042197.13,chr1,protein_coding,Zfp451,MGI:2137896,protein-coding gene
ENSMUSG00000081402.4,chr1,processed_pseudogene,Gm15455,MGI:3705563,pseudogene
ENSMUSG00000042182.16,chr1,protein_coding,Bend6,MGI:2444572,protein-coding gene
ENSMUSG00000104416.1,chr1,TEC,Gm37067,MGI:5610295,TEC
ENSMUSG00000026131.20,chr1,protein_coding,Dst,MGI:104627,protein-coding gene
ENSMUSG00000103596.1,chr1,TEC,Gm37354,MGI:5610582,TEC
ENSMUSG00000099382.1,chr1,processed_pseudogene,Gm28631,MGI:5579337,pseudogene
ENSMUSG00000084506.1,chr1,snRNA,Gm23792,MGI:5453569,snRNA
ENSMUSG00000103364.1,chr1,TEC,Gm38157,MGI:5611385,TEC
ENSMUSG00000105982.1,chr1,miRNA,Mir6896,MGI:5562721,miRNA
ENSMUSG00000096992.3,chr1,lncRNA,Gm26788,MGI:5477282,lncRNA
ENSMUSG00000103001.1,chr1,TEC,A930005N03Rik,MGI:1924441,TEC
ENSMUSG00000104397.1,chr1,lncRNA,Gm37958,MGI:5611186,lncRNA
ENSMUSG00000102839.1,chr1,TEC,Gm37385,MGI:5610613,TEC
ENSMUSG00000101206.1,chr1,processed_pseudogene,Gm5266,MGI:3646119,pseudogene
ENSMUSG00000101462.2,chr1,transcribed_processed_pseudogene,Gm3052,MGI:3781230,pseudogene
ENSMUSG00000102336.1,chr1,lncRNA,Gm37233,MGI:5610461,lncRNA
ENSMUSG00000092852.1,chr1,miRNA,Mir5103,MGI:4950423,miRNA
ENSMUSG00000042111.9,chr1,protein_coding,Ccdc115,MGI:1916918,protein-coding gene
ENSMUSG00000101711.1,chr1,lncRNA,Gm28306,MGI:5579012,lncRNA
ENSMUSG00000026127.13,chr1,protein_coding,Imp4,MGI:106572,protein-coding gene
ENSMUSG00000026126.15,chr1,protein_coding,Ptpn18,MGI:108410,protein-coding gene
ENSMUSG00000100280.2,chr1,lncRNA,Gm28417,MGI:5579123,lncRNA
ENSMUSG00000101223.6,chr1,lncRNA,4930568A12Rik,MGI:1923133,lncRNA
ENSMUSG00000026125.9,chr1,protein_coding,Prss39,MGI:1270856,protein-coding gene
ENSMUSG00000101116.1,chr1,processed_pseudogene,Gm28416,MGI:5579122,pseudogene
ENSMUSG00000026124.4,chr1,protein_coding,Cfc1,MGI:109448,protein-coding gene
ENSMUSG00000101803.1,chr1,processed_pseudogene,Gm28419,MGI:5579125,pseudogene
ENSMUSG00000037529.13,chr1,protein_coding,Prss40,MGI:1270857,protein-coding gene
ENSMUSG00000045815.4,chr1,lncRNA,1700101I19Rik,MGI:1920839,lncRNA
ENSMUSG00000045174.10,chr1,protein_coding,Amer3,MGI:3026939,protein-coding gene
ENSMUSG00000100524.1,chr1,processed_pseudogene,Gm28418,MGI:5579124,pseudogene
ENSMUSG00000102499.1,chr1,processed_pseudogene,Gm36984,MGI:5610212,pseudogene
ENSMUSG00000103521.1,chr1,processed_pseudogene,Gm29730,MGI:5588889,pseudogene
ENSMUSG00000104098.1,chr1,processed_pseudogene,AA619741,MGI:3035322,pseudogene
ENSMUSG00000037509.21,chr1,protein_coding,Arhgef4,MGI:2442507,protein-coding gene
ENSMUSG00000102537.1,chr1,processed_pseudogene,Gm37224,MGI:5610452,pseudogene
ENSMUSG00000102612.1,chr1,processed_pseudogene,Gm37845,MGI:5611073,pseudogene
ENSMUSG00000118272.1,chr1,protein_coding,Arhgef4,MGI:2442507,protein-coding gene
ENSMUSG00000104002.2,chr1,lncRNA,Gm38336,MGI:5611564,lncRNA
ENSMUSG00000037503.12,chr1,protein_coding,Fam168b,MGI:2448487,protein-coding gene
ENSMUSG00000104358.1,chr1,TEC,Gm37127,MGI:5610355,TEC
ENSMUSG00000026123.11,chr1,protein_coding,Plekhb2,MGI:2385825,protein-coding gene
ENSMUSG00000103716.1,chr1,processed_pseudogene,Gm19430,MGI:5011615,pseudogene
ENSMUSG00000103548.1,chr1,processed_pseudogene,Gm37670,MGI:5610898,pseudogene
ENSMUSG00000103760.1,chr1,processed_pseudogene,Gm8009,MGI:3648650,pseudogene
ENSMUSG00000103997.1,chr1,processed_pseudogene,Gm38027,MGI:5611255,pseudogene
ENSMUSG00000077231.1,chr1,snoRNA,Gm25096,MGI:5454873,snoRNA
ENSMUSG00000104417.1,chr1,lncRNA,Gm37068,MGI:5610296,lncRNA
ENSMUSG00000064601.1,chr1,snRNA,Gm25634,MGI:5455411,snRNA
ENSMUSG00000101714.1,chr1,lncRNA,Gm28415,MGI:5579121,lncRNA
ENSMUSG00000102531.1,chr1,lncRNA,1110002O04Rik,MGI:1915733,lncRNA
ENSMUSG00000103096.1,chr1,processed_pseudogene,Gm8022,MGI:3647993,pseudogene
ENSMUSG00000102279.1,chr1,lncRNA,Gm37146,MGI:5610374,lncRNA
ENSMUSG00000103708.1,chr1,lncRNA,Gm33222,MGI:5592381,lncRNA
ENSMUSG00000104201.1,chr1,lncRNA,4930535G08Rik,MGI:1925283,lncRNA
ENSMUSG00000102434.1,chr1,TEC,Gm38049,MGI:5611277,TEC
ENSMUSG00000045216.7,chr1,protein_coding,Hs6st1,MGI:1354958,protein-coding gene
ENSMUSG00000104523.1,chr1,lncRNA,Gm37335,MGI:5610563,lncRNA
ENSMUSG00000102202.1,chr1,lncRNA,Gm33280,MGI:5592439,lncRNA
ENSMUSG00000037470.14,chr1,protein_coding,Uggt1,MGI:2443162,protein-coding gene
ENSMUSG00000098752.1,chr1,miRNA,Mir6897,MGI:5531034,miRNA
ENSMUSG00000047180.8,chr1,protein_coding,Neurl3,MGI:2429944,protein-coding gene
ENSMUSG00000037447.16,chr1,protein_coding,Arid5a,MGI:2443039,protein-coding gene
ENSMUSG00000102762.1,chr1,lncRNA,4930403P22Rik,MGI:1921057,lncRNA
ENSMUSG00000010453.12,chr1,protein_coding,Kansl3,MGI:1918055,protein-coding gene
ENSMUSG00000098680.1,chr1,miRNA,Mir6898,MGI:5531198,miRNA
ENSMUSG00000037432.15,chr1,protein_coding,Fer1l5,MGI:3616091,protein-coding gene
ENSMUSG00000001143.13,chr1,protein_coding,Lman2l,MGI:2443010,protein-coding gene
ENSMUSG00000037408.10,chr1,protein_coding,Cnnm4,MGI:2151060,protein-coding gene
ENSMUSG00000104316.1,chr1,TEC,Gm37909,MGI:5611137,TEC
ENSMUSG00000106081.1,chr1,miRNA,Gm47280,MGI:6096125,miRNA
ENSMUSG00000001138.13,chr1,protein_coding,Cnnm3,MGI:2151055,protein-coding gene
ENSMUSG00000102845.1,chr1,lncRNA,Gm38033,MGI:5611261,lncRNA
ENSMUSG00000067653.12,chr1,protein_coding,Ankrd23,MGI:1925571,protein-coding gene
ENSMUSG00000109510.1,chr1,protein_coding,Gm42417,MGI:5649003,protein-coding gene
ENSMUSG00000079610.9,chr1,protein_coding,Ankrd39,MGI:1914816,protein-coding gene
ENSMUSG00000026121.13,chr1,protein_coding,Sema4c,MGI:109252,protein-coding gene
ENSMUSG00000087589.3,chr1,lncRNA,D430040D24Rik,MGI:2442526,lncRNA
ENSMUSG00000046337.17,chr1,protein_coding,Fam178b,MGI:3026913,protein-coding gene
ENSMUSG00000089906.1,chr1,processed_pseudogene,Gm6428,MGI:3649065,pseudogene
ENSMUSG00000077939.1,chr1,miRNA,Gm24133,MGI:5453910,miRNA
ENSMUSG00000061518.11,chr1,protein_coding,Cox5b,MGI:88475,protein-coding gene
ENSMUSG00000037351.9,chr1,protein_coding,Actr1b,MGI:1917446,protein-coding gene
ENSMUSG00000102416.4,chr1,protein_coding,4933424G06Rik,MGI:1918416,protein-coding gene
ENSMUSG00000104237.1,chr1,lncRNA,Gm33533,MGI:5592692,lncRNA
ENSMUSG00000026117.10,chr1,protein_coding,Zap70,MGI:99613,protein-coding gene
ENSMUSG00000097291.1,chr1,transcribed_processed_pseudogene,Gm18828,MGI:5011013,pseudogene
ENSMUSG00000026116.11,chr1,protein_coding,Tmem131,MGI:1927110,protein-coding gene
ENSMUSG00000103016.1,chr1,TEC,Gm37506,MGI:5610734,TEC
ENSMUSG00000102930.1,chr1,lncRNA,Gm38115,MGI:5611343,lncRNA
ENSMUSG00000103159.1,chr1,TEC,F830112A20Rik,MGI:3641781,TEC
ENSMUSG00000080054.3,chr1,processed_pseudogene,Rpl12-ps1,MGI:3646154,pseudogene
ENSMUSG00000095944.1,chr1,rRNA,n-R5s210,MGI:4422075,rRNA
ENSMUSG00000050122.19,chr1,protein_coding,Vwa3b,MGI:1918103,protein-coding gene
ENSMUSG00000103603.1,chr1,lncRNA,Gm37020,MGI:5610248,lncRNA
ENSMUSG00000026114.14,chr1,protein_coding,Cnga3,MGI:1341818,protein-coding gene
ENSMUSG00000102231.1,chr1,TEC,1700074A21Rik,MGI:1920732,TEC
ENSMUSG00000026113.17,chr1,protein_coding,Inpp4a,MGI:1931123,protein-coding gene
ENSMUSG00000086064.1,chr1,lncRNA,4930439A04Rik,MGI:1925369,lncRNA
ENSMUSG00000102879.1,chr1,TEC,Gm37135,MGI:5610363,TEC
ENSMUSG00000026112.7,chr1,protein_coding,Coa5,MGI:1923428,protein-coding gene
ENSMUSG00000026111.15,chr1,protein_coding,Unc50,MGI:1914637,protein-coding gene
ENSMUSG00000026110.15,chr1,protein_coding,Mgat4a,MGI:2662992,protein-coding gene
ENSMUSG00000103948.1,chr1,TEC,4930594C11Rik,MGI:1924883,TEC
ENSMUSG00000087233.1,chr1,processed_pseudogene,Gm43213,MGI:5663350,pseudogene
ENSMUSG00000026090.16,chr1,protein_coding,2010300C02Rik,MGI:1919347,protein-coding gene
ENSMUSG00000089767.1,chr1,lncRNA,4930556I23Rik,MGI:1922520,lncRNA
ENSMUSG00000104365.1,chr1,TEC,4930470B04Rik,MGI:1923057,TEC
ENSMUSG00000102650.1,chr1,TEC,Gm19863,MGI:5012048,TEC
ENSMUSG00000060771.15,chr1,protein_coding,Tsga10,MGI:2685063,protein-coding gene
ENSMUSG00000097268.1,chr1,lncRNA,Gm26805,MGI:5477299,lncRNA
ENSMUSG00000037216.5,chr1,protein_coding,Lipt1,MGI:3645211,protein-coding gene
ENSMUSG00000026088.15,chr1,protein_coding,Mitd1,MGI:1916278,protein-coding gene
ENSMUSG00000026087.11,chr1,protein_coding,Mrpl30,MGI:1333820,protein-coding gene
ENSMUSG00000061584.6,chr1,protein_coding,Lyg2,MGI:2685622,protein-coding gene
ENSMUSG00000087374.1,chr1,lncRNA,Gm15457,MGI:3705190,lncRNA
ENSMUSG00000026085.11,chr1,protein_coding,Lyg1,MGI:1916791,protein-coding gene
ENSMUSG00000089141.1,chr1,misc_RNA,Gm23409,MGI:5453186,misc_RNA
ENSMUSG00000058407.12,chr1,protein_coding,Txndc9,MGI:2138153,protein-coding gene
ENSMUSG00000026083.12,chr1,protein_coding,Eif5b,MGI:2441772,protein-coding gene
ENSMUSG00000026082.11,chr1,protein_coding,Rev1,MGI:1929074,protein-coding gene
ENSMUSG00000103804.1,chr1,lncRNA,Gm37062,MGI:5610290,lncRNA
ENSMUSG00000102716.1,chr1,lncRNA,Gm5099,MGI:3644917,lncRNA
ENSMUSG00000037138.18,chr1,protein_coding,Aff3,MGI:106927,protein-coding gene
ENSMUSG00000085391.1,chr1,lncRNA,Gm16150,MGI:3801827,lncRNA
ENSMUSG00000085280.1,chr1,lncRNA,Gm16151,MGI:3801826,lncRNA
ENSMUSG00000087131.7,chr1,lncRNA,Gm16152,MGI:3802058,lncRNA
ENSMUSG00000102984.1,chr1,processed_pseudogene,Gm34727,MGI:5593886,pseudogene
ENSMUSG00000102541.1,chr1,processed_pseudogene,Gm38135,MGI:5611363,pseudogene
ENSMUSG00000103531.1,chr1,TEC,2610300A13Rik,MGI:1917693,TEC
ENSMUSG00000048814.11,chr1,protein_coding,Lonrf2,MGI:1920209,protein-coding gene
ENSMUSG00000026080.13,chr1,protein_coding,Chst10,MGI:2138283,protein-coding gene
ENSMUSG00000103647.1,chr1,lncRNA,Gm37707,MGI:5610935,lncRNA
ENSMUSG00000102447.1,chr1,processed_pseudogene,Gm6621,MGI:3647848,pseudogene
ENSMUSG00000067604.8,chr1,protein_coding,Nms,MGI:3583618,protein-coding gene
ENSMUSG00000026078.10,chr1,protein_coding,Pdcl3,MGI:1916083,protein-coding gene
ENSMUSG00000103046.1,chr1,TEC,Gm37309,MGI:5610537,TEC
ENSMUSG00000104188.1,chr1,lncRNA,Gm37821,MGI:5611049,lncRNA
ENSMUSG00000103182.1,chr1,TEC,Gm37091,MGI:5610319,TEC
ENSMUSG00000098833.1,chr1,miRNA,Mir6349,MGI:5530940,miRNA
ENSMUSG00000026077.15,chr1,protein_coding,Npas2,MGI:109232,protein-coding gene
ENSMUSG00000092553.1,chr1,processed_pseudogene,Gm20428,MGI:5141893,pseudogene
ENSMUSG00000092563.1,chr1,processed_pseudogene,Gm3617,MGI:3781793,pseudogene
ENSMUSG00000073702.11,chr1,protein_coding,Rpl31,MGI:2149632,protein-coding gene
ENSMUSG00000003134.10,chr1,protein_coding,Tbc1d8,MGI:1927225,protein-coding gene
ENSMUSG00000102607.1,chr1,TEC,Gm37265,MGI:5610493,TEC
ENSMUSG00000065629.2,chr1,snoRNA,Gm24826,MGI:5454603,snoRNA
ENSMUSG00000104827.1,chr1,snoRNA,Gm24826,MGI:5454603,snoRNA
ENSMUSG00000003135.15,chr1,protein_coding,Cnot11,MGI:106580,protein-coding gene
ENSMUSG00000085894.1,chr1,lncRNA,Gm15832,MGI:3834078,lncRNA
ENSMUSG00000077704.1,chr1,snoRNA,Snord89,MGI:3819562,snoRNA
ENSMUSG00000048234.13,chr1,protein_coding,Rnf149,MGI:2677438,protein-coding gene
ENSMUSG00000064936.1,chr1,snoRNA,Gm23722,MGI:5453499,snoRNA
ENSMUSG00000102471.1,chr1,processed_pseudogene,Gm5100,MGI:3644919,pseudogene
ENSMUSG00000050967.5,chr1,protein_coding,Creg2,MGI:1928333,protein-coding gene
ENSMUSG00000097083.1,chr1,lncRNA,D930019O06Rik,MGI:3043219,lncRNA
ENSMUSG00000057173.8,chr1,protein_coding,Rfx8,MGI:3588206,protein-coding gene
ENSMUSG00000091937.3,chr1,protein_coding,Gm3646,MGI:3781822,protein-coding gene
ENSMUSG00000101634.6,chr1,lncRNA,1700066B17Rik,MGI:1920676,lncRNA
ENSMUSG00000026074.15,chr1,protein_coding,Map4k4,MGI:1349394,protein-coding gene
ENSMUSG00000102985.1,chr1,TEC,4930456G14Rik,MGI:1921928,TEC
ENSMUSG00000026073.13,chr1,protein_coding,Il1r2,MGI:96546,protein-coding gene
ENSMUSG00000097899.2,chr1,lncRNA,Gm16894,MGI:4439818,lncRNA
ENSMUSG00000102975.1,chr1,TEC,Gm37347,MGI:5610575,TEC
ENSMUSG00000026072.12,chr1,protein_coding,Il1r1,MGI:96545,protein-coding gene
ENSMUSG00000103560.1,chr1,TEC,Gm38070,MGI:5611298,TEC
ENSMUSG00000070942.8,chr1,protein_coding,Il1rl2,MGI:1913107,protein-coding gene
ENSMUSG00000103230.1,chr1,processed_pseudogene,Gm17970,MGI:5010155,pseudogene
ENSMUSG00000026069.15,chr1,protein_coding,Il1rl1,MGI:98427,protein-coding gene
ENSMUSG00000026070.15,chr1,protein_coding,Il18r1,MGI:105383,protein-coding gene
ENSMUSG00000026068.11,chr1,protein_coding,Il18rap,MGI:1338888,protein-coding gene
ENSMUSG00000104441.1,chr1,lncRNA,Gm35801,MGI:5594960,lncRNA
ENSMUSG00000026065.8,chr1,protein_coding,Slc9a4,MGI:105074,protein-coding gene
ENSMUSG00000102676.1,chr1,TEC,Gm37435,MGI:5610663,TEC
ENSMUSG00000026062.12,chr1,protein_coding,Slc9a2,MGI:105075,protein-coding gene
ENSMUSG00000103679.1,chr1,lncRNA,Gm37623,MGI:5610851,lncRNA
ENSMUSG00000103270.1,chr1,lncRNA,Gm37915,MGI:5611143,lncRNA
